order_id,order_date,supplier_reliability_score,warehouse_inventory_level,order_quantity,shipping_distance_km,shipping_method,weather_condition,processing_time_hours,order_priority,delayed
698,2023-01-30 01:00:00,0.97,3044,413,325.3,Sea,Fog,2.7,Low,0
699,2023-01-30 02:00:00,0.71,669,434,685.8,Air,Fog,53.0,High,0
700,2023-01-30 03:00:00,0.74,2829,457,14.8,Sea,Rain,18.6,High,1
701,2023-01-30 04:00:00,0.62,2873,409,1211.1,Road,Rain,34.0,Low,0
702,2023-01-30 05:00:00,0.95,330,392,1788.6,Rail,Clear,9.9,High,0
703,2023-01-30 06:00:00,0.66,72,397,1468.0,Air,Fog,53.4,Low,0
704,2023-01-30 07:00:00,0.82,3441,320,1237.0,Rail,Rain,32.7,Low,1
705,2023-01-30 08:00:00,0.8,4182,232,1553.8,Sea,Rain,59.8,Low,0
706,2023-01-30 09:00:00,0.93,2907,419,619.0,Rail,Clear,7.4,Low,0
707,2023-01-30 10:00:00,0.76,1900,378,378.4,Sea,Fog,45.3,Low,0
708,2023-01-30 11:00:00,0.66,1657,109,119.5,Sea,Storm,4.2,High,1
709,2023-01-30 12:00:00,0.75,56,369,674.9,Road,Clear,2.2,Medium,0
710,2023-01-30 13:00:00,0.62,1900,418,940.7,Rail,Rain,48.4,Medium,0
711,2023-01-30 14:00:00,0.72,4406,79,987.6,Road,Rain,42.6,High,0
712,2023-01-30 15:00:00,0.85,1304,273,96.4,Sea,Storm,68.6,High,1
713,2023-01-30 16:00:00,0.62,1309,31,1001.5,Sea,Storm,53.8,High,1
714,2023-01-30 17:00:00,1.0,1412,208,681.7,Air,Fog,22.4,Medium,0
715,2023-01-30 18:00:00,0.81,1842,425,75.4,Sea,Storm,55.6,Low,0
716,2023-01-30 19:00:00,0.72,871,53,355.8,Air,Rain,55.5,High,1
717,2023-01-30 20:00:00,0.93,2692,419,317.4,Sea,Fog,34.3,Medium,0
718,2023-01-30 21:00:00,0.65,4458,299,89.8,Road,Fog,1.6,Low,0
719,2023-01-30 22:00:00,0.73,1516,68,348.9,Air,Storm,6.5,High,1
720,2023-01-30 23:00:00,0.97,315,151,1391.5,Road,Storm,63.1,Low,0
721,2023-01-31 00:00:00,0.7,4689,346,1647.5,Sea,Clear,13.4,Medium,0
722,2023-01-31 01:00:00,0.89,2127,340,1922.1,Air,Fog,53.7,High,0
723,2023-01-31 02:00:00,0.63,1414,288,1705.4,Air,Storm,8.1,Low,0
724,2023-01-31 03:00:00,0.81,851,99,1718.0,Air,Storm,31.3,Low,0
725,2023-01-31 04:00:00,0.86,4018,85,383.4,Sea,Storm,2.9,High,0
726,2023-01-31 05:00:00,0.68,2422,9,1712.6,Sea,Rain,36.7,Low,1
727,2023-01-31 06:00:00,0.73,410,164,520.8,Road,Fog,68.3,High,1
728,2023-01-31 07:00:00,0.82,2225,441,1319.0,Air,Rain,2.9,Medium,1
729,2023-01-31 08:00:00,0.84,584,470,645.2,Air,Clear,47.6,High,0
730,2023-01-31 09:00:00,0.66,279,32,1595.9,Sea,Rain,28.7,High,0
731,2023-01-31 10:00:00,0.76,1568,371,1633.4,Rail,Storm,62.1,Low,0
732,2023-01-31 11:00:00,1.0,567,229,1757.0,Road,Fog,21.0,Medium,0
733,2023-01-31 12:00:00,0.73,2204,278,1414.4,Rail,Clear,64.5,Medium,0
734,2023-01-31 13:00:00,0.91,3282,358,1587.8,Air,Clear,53.4,Medium,0
735,2023-01-31 14:00:00,0.68,1431,262,1847.2,Road,Clear,39.6,Medium,0
736,2023-01-31 15:00:00,0.78,3155,125,991.3,Air,Rain,28.3,High,0
737,2023-01-31 16:00:00,0.81,2752,3,1477.2,Rail,Clear,39.5,Medium,0
738,2023-01-31 17:00:00,0.84,3442,354,908.0,Sea,Fog,7.0,Low,0
739,2023-01-31 18:00:00,0.89,1495,11,1199.9,Road,Fog,28.1,Low,0
740,2023-01-31 19:00:00,0.92,1966,457,829.7,Air,Storm,22.9,High,0
741,2023-01-31 20:00:00,0.88,1016,127,1058.8,Sea,Clear,61.4,High,0
742,2023-01-31 21:00:00,0.92,1838,157,1422.3,Rail,Fog,29.6,Low,1
743,2023-01-31 22:00:00,0.95,3287,218,1526.3,Sea,Storm,46.4,Low,0
744,2023-01-31 23:00:00,0.73,4894,187,1375.0,Sea,Rain,21.1,High,0
745,2023-02-01 00:00:00,0.93,1644,45,1466.7,Road,Storm,70.5,High,0
746,2023-02-01 01:00:00,0.81,979,12,1966.8,Air,Rain,39.9,High,0
747,2023-02-01 02:00:00,0.7,4216,84,1391.4,Road,Rain,63.3,Medium,1
748,2023-02-01 03:00:00,0.67,4961,137,1709.8,Air,Clear,52.4,Low,0
749,2023-02-01 04:00:00,0.91,3305,444,683.1,Road,Storm,2.6,Medium,1
750,2023-02-01 05:00:00,0.85,478,416,1469.2,Air,Fog,41.4,Low,1
751,2023-02-01 06:00:00,0.63,423,180,1227.2,Sea,Rain,4.8,High,0
752,2023-02-01 07:00:00,0.83,4005,486,1901.2,Sea,Clear,71.5,Medium,0
753,2023-02-01 08:00:00,0.62,3038,41,130.2,Rail,Clear,6.3,Low,0
754,2023-02-01 09:00:00,0.76,2552,214,1594.0,Rail,Storm,61.1,High,0
755,2023-02-01 10:00:00,0.83,1884,175,957.4,Air,Rain,56.7,Low,0
756,2023-02-01 11:00:00,0.86,2108,318,1742.6,Road,Storm,4.9,Low,1
757,2023-02-01 12:00:00,0.66,2425,115,1843.3,Road,Fog,11.2,Low,0
758,2023-02-01 13:00:00,0.62,4433,470,1752.4,Sea,Rain,69.5,Medium,0
759,2023-02-01 14:00:00,0.83,2289,158,135.1,Road,Storm,44.3,Medium,0
760,2023-02-01 15:00:00,0.93,2577,96,1984.0,Road,Storm,9.8,Low,0
761,2023-02-01 16:00:00,0.92,622,411,1371.2,Sea,Fog,11.6,High,0
762,2023-02-01 17:00:00,0.74,2413,410,663.3,Road,Clear,3.3,Low,1
763,2023-02-01 18:00:00,0.83,1495,338,1534.2,Air,Rain,59.4,Medium,0
764,2023-02-01 19:00:00,0.89,394,15,128.3,Road,Rain,47.7,Low,0
765,2023-02-01 20:00:00,0.95,4648,223,234.3,Rail,Clear,45.0,High,1
766,2023-02-01 21:00:00,0.8,2632,26,1513.0,Rail,Storm,5.5,Low,1
767,2023-02-01 22:00:00,0.95,4683,210,518.2,Sea,Rain,7.4,High,0
768,2023-02-01 23:00:00,0.73,2760,224,1441.0,Air,Rain,22.8,Low,1
769,2023-02-02 00:00:00,0.69,2092,269,1301.8,Rail,Clear,43.7,Medium,0
770,2023-02-02 01:00:00,0.72,3474,7,1834.0,Road,Storm,43.2,Medium,1
771,2023-02-02 02:00:00,0.89,617,334,1176.9,Air,Storm,15.2,Medium,1
772,2023-02-02 03:00:00,0.95,2936,41,1002.7,Rail,Storm,39.0,Medium,1
773,2023-02-02 04:00:00,0.79,2915,338,1189.7,Rail,Fog,51.9,Medium,1
774,2023-02-02 05:00:00,0.88,1857,362,1805.5,Sea,Fog,58.4,Low,1
775,2023-02-02 06:00:00,0.66,432,230,1898.1,Road,Fog,33.4,High,0
776,2023-02-02 07:00:00,0.8,250,176,472.4,Rail,Clear,36.9,Medium,1
777,2023-02-02 08:00:00,0.77,1009,495,1687.4,Sea,Rain,49.5,Medium,0
778,2023-02-02 09:00:00,0.77,1093,314,1194.7,Sea,Rain,65.3,Medium,0
779,2023-02-02 10:00:00,0.68,3821,78,1540.5,Rail,Storm,47.4,High,0
780,2023-02-02 11:00:00,0.85,1387,382,910.3,Rail,Fog,34.0,Low,0
781,2023-02-02 12:00:00,0.87,636,20,24.7,Rail,Fog,66.0,Medium,1
782,2023-02-02 13:00:00,0.85,2908,13,321.1,Rail,Clear,11.6,Low,0
783,2023-02-02 14:00:00,0.9,4178,96,325.2,Air,Storm,35.4,High,1
784,2023-02-02 15:00:00,0.78,4927,291,1732.8,Road,Storm,20.8,Low,0
785,2023-02-02 16:00:00,0.94,1823,341,511.6,Rail,Rain,71.2,Medium,0
786,2023-02-02 17:00:00,0.83,4635,202,1505.8,Air,Fog,24.7,Medium,0
787,2023-02-02 18:00:00,0.95,1714,102,646.5,Air,Storm,1.7,High,1
788,2023-02-02 19:00:00,0.76,761,437,1621.2,Road,Storm,28.3,Low,1
789,2023-02-02 20:00:00,0.88,1208,11,1764.0,Road,Rain,8.2,Medium,1
790,2023-02-02 21:00:00,0.68,1282,334,181.9,Air,Fog,31.3,Low,0
791,2023-02-02 22:00:00,0.63,4996,385,263.2,Air,Rain,12.3,Medium,0
792,2023-02-02 23:00:00,0.97,1366,90,1874.6,Sea,Rain,13.9,Low,0
793,2023-02-03 00:00:00,0.75,931,132,1376.9,Road,Rain,8.9,Medium,0
794,2023-02-03 01:00:00,0.62,4818,71,1147.7,Sea,Clear,36.5,Medium,1
795,2023-02-03 02:00:00,0.85,2801,271,357.7,Sea,Fog,40.0,Low,0
796,2023-02-03 03:00:00,0.97,2207,408,416.2,Sea,Storm,59.7,Low,0
797,2023-02-03 04:00:00,0.91,2250,345,18.1,Air,Rain,44.3,Low,0
798,2023-02-03 05:00:00,0.99,2164,32,1966.3,Road,Fog,63.9,Low,1
799,2023-02-03 06:00:00,0.97,93,206,523.0,Sea,Fog,25.6,Low,0
800,2023-02-03 07:00:00,0.78,662,17,1593.9,Rail,Rain,26.5,Medium,0
801,2023-02-03 08:00:00,0.69,1514,332,98.7,Sea,Fog,15.3,Low,0
802,2023-02-03 09:00:00,0.63,4604,280,1219.5,Road,Fog,32.3,Medium,0
803,2023-02-03 10:00:00,0.71,4257,120,968.0,Sea,Fog,20.7,Low,0
804,2023-02-03 11:00:00,0.85,4020,217,1256.0,Sea,Rain,2.2,Medium,0
805,2023-02-03 12:00:00,0.96,3450,189,1768.7,Road,Rain,21.6,High,0
806,2023-02-03 13:00:00,0.6,4194,324,1229.3,Rail,Storm,8.7,High,0
807,2023-02-03 14:00:00,0.93,2139,453,1015.1,Sea,Clear,43.7,Low,0
808,2023-02-03 15:00:00,0.91,869,171,1057.5,Rail,Clear,37.6,Medium,1
809,2023-02-03 16:00:00,0.88,1717,499,665.4,Sea,Fog,3.5,Medium,0
810,2023-02-03 17:00:00,0.65,300,471,396.3,Rail,Rain,26.4,Medium,1
811,2023-02-03 18:00:00,0.62,1397,194,1075.4,Road,Fog,21.4,Medium,0
812,2023-02-03 19:00:00,0.89,3564,190,1113.4,Rail,Fog,61.2,Medium,0
813,2023-02-03 20:00:00,0.86,4008,60,1705.1,Sea,Storm,21.6,Low,0
814,2023-02-03 21:00:00,0.75,81,459,998.2,Rail,Storm,51.5,Low,0
815,2023-02-03 22:00:00,0.74,4652,251,1063.3,Air,Storm,59.7,Medium,0
816,2023-02-03 23:00:00,0.61,597,357,813.1,Rail,Fog,24.4,High,0
817,2023-02-04 00:00:00,1.0,221,62,1422.6,Sea,Fog,62.1,High,0
818,2023-02-04 01:00:00,0.93,1584,456,1302.6,Rail,Rain,61.4,High,0
819,2023-02-04 02:00:00,0.99,2138,107,1178.2,Sea,Rain,4.0,High,0
820,2023-02-04 03:00:00,0.93,4004,137,392.6,Road,Storm,62.2,High,0
821,2023-02-04 04:00:00,0.78,1488,435,1545.6,Road,Rain,2.5,Low,0
822,2023-02-04 05:00:00,0.94,2369,84,1173.0,Rail,Clear,70.1,Low,0
823,2023-02-04 06:00:00,0.68,3268,74,1675.0,Sea,Fog,23.3,Medium,0
824,2023-02-04 07:00:00,0.87,335,105,1100.4,Road,Storm,54.7,Low,0
825,2023-02-04 08:00:00,0.69,1322,387,1044.4,Rail,Storm,35.4,Low,0
826,2023-02-04 09:00:00,0.76,2468,132,42.3,Sea,Rain,67.1,High,0
827,2023-02-04 10:00:00,0.95,834,38,1321.5,Road,Clear,7.9,Medium,0
828,2023-02-04 11:00:00,0.77,1759,241,1754.1,Sea,Clear,57.1,High,1
829,2023-02-04 12:00:00,0.96,3070,138,1962.8,Rail,Clear,30.6,Medium,0
830,2023-02-04 13:00:00,0.84,2272,102,1401.4,Sea,Rain,6.7,Low,0
831,2023-02-04 14:00:00,0.72,3238,165,574.0,Road,Fog,24.6,High,0
832,2023-02-04 15:00:00,0.7,4584,247,1397.4,Sea,Storm,3.1,Medium,0
833,2023-02-04 16:00:00,0.6,2009,328,1717.1,Sea,Rain,52.9,Low,0
834,2023-02-04 17:00:00,0.83,3300,256,656.1,Rail,Fog,25.9,Low,1
835,2023-02-04 18:00:00,0.94,4663,291,1158.1,Air,Rain,39.7,High,0
836,2023-02-04 19:00:00,0.69,4245,366,917.2,Air,Clear,29.7,Low,1
837,2023-02-04 20:00:00,0.79,1876,149,185.4,Sea,Rain,11.8,Medium,1
838,2023-02-04 21:00:00,0.99,3569,115,914.5,Air,Clear,35.7,Medium,0
839,2023-02-04 22:00:00,0.76,176,421,1375.8,Rail,Rain,52.0,Low,0
840,2023-02-04 23:00:00,0.98,1450,21,1674.6,Air,Storm,24.3,High,0
841,2023-02-05 00:00:00,0.93,2658,352,291.2,Sea,Rain,4.9,Low,0
842,2023-02-05 01:00:00,0.8,4727,109,1852.2,Road,Clear,59.6,Medium,0
843,2023-02-05 02:00:00,0.85,4613,437,1526.4,Air,Storm,30.4,Low,1
844,2023-02-05 03:00:00,0.63,4220,13,898.8,Rail,Rain,27.5,High,0
845,2023-02-05 04:00:00,0.81,1276,70,351.3,Sea,Storm,46.1,High,0
846,2023-02-05 05:00:00,0.9,2780,405,696.3,Air,Rain,62.6,High,1
847,2023-02-05 06:00:00,0.69,3473,338,904.3,Air,Fog,44.9,Low,1
848,2023-02-05 07:00:00,0.62,1954,83,985.8,Air,Rain,5.9,Medium,1
849,2023-02-05 08:00:00,0.61,2762,219,763.2,Rail,Rain,23.4,Low,0
850,2023-02-05 09:00:00,0.66,4901,1,1976.8,Sea,Fog,28.0,Low,1
851,2023-02-05 10:00:00,0.7,3659,62,468.1,Road,Fog,51.1,Low,0
852,2023-02-05 11:00:00,0.92,487,425,376.3,Air,Rain,27.5,Low,0
853,2023-02-05 12:00:00,0.78,363,449,1750.2,Road,Storm,62.8,Medium,1
854,2023-02-05 13:00:00,0.81,66,50,1433.3,Air,Clear,27.4,Low,0
855,2023-02-05 14:00:00,0.73,1872,319,469.8,Road,Fog,28.9,Low,0
856,2023-02-05 15:00:00,0.72,1608,121,1009.7,Air,Fog,44.2,High,1
857,2023-02-05 16:00:00,0.82,4424,133,490.0,Rail,Storm,49.4,Medium,1
858,2023-02-05 17:00:00,0.9,2547,317,227.0,Sea,Clear,62.2,High,0
859,2023-02-05 18:00:00,0.67,3512,492,560.4,Air,Clear,7.7,High,0
860,2023-02-05 19:00:00,0.77,2147,253,1333.3,Road,Fog,13.2,Low,0
861,2023-02-05 20:00:00,0.86,2525,399,1144.4,Sea,Rain,42.8,Low,0
862,2023-02-05 21:00:00,0.98,1612,179,568.7,Sea,Clear,17.6,High,0
863,2023-02-05 22:00:00,0.71,4915,132,645.8,Sea,Rain,2.1,Low,0
864,2023-02-05 23:00:00,0.76,1371,391,1560.1,Road,Fog,27.4,High,0
865,2023-02-06 00:00:00,0.83,2196,333,957.6,Rail,Storm,33.0,Medium,1
866,2023-02-06 01:00:00,0.66,4865,444,1529.7,Rail,Storm,36.4,Low,1
867,2023-02-06 02:00:00,0.84,4370,405,866.8,Sea,Rain,31.8,High,0
868,2023-02-06 03:00:00,0.99,2138,406,1602.3,Rail,Storm,22.7,Low,0
869,2023-02-06 04:00:00,0.71,3901,160,264.2,Road,Rain,27.4,Medium,0
870,2023-02-06 05:00:00,0.79,1283,223,568.2,Air,Fog,29.5,Low,0
871,2023-02-06 06:00:00,0.65,2125,254,104.1,Road,Storm,7.7,Low,1
872,2023-02-06 07:00:00,0.81,2217,418,1663.3,Sea,Storm,64.7,High,0
873,2023-02-06 08:00:00,0.99,4302,107,991.4,Rail,Fog,56.8,High,1
874,2023-02-06 09:00:00,0.82,2261,361,1388.4,Road,Storm,29.9,High,0
875,2023-02-06 10:00:00,0.69,4270,224,1877.9,Rail,Rain,15.7,Medium,0
876,2023-02-06 11:00:00,0.72,3601,130,507.9,Rail,Rain,44.9,Medium,0
877,2023-02-06 12:00:00,0.85,1952,428,672.2,Sea,Fog,5.9,Low,0
878,2023-02-06 13:00:00,0.94,868,468,1614.0,Sea,Rain,41.7,Medium,0
879,2023-02-06 14:00:00,0.78,661,140,973.9,Air,Rain,10.3,Low,0
880,2023-02-06 15:00:00,0.8,2676,94,1476.7,Rail,Fog,19.3,Medium,0
881,2023-02-06 16:00:00,0.92,4373,479,558.6,Sea,Clear,10.9,Medium,0
882,2023-02-06 17:00:00,0.64,1598,451,93.0,Road,Storm,5.4,Low,0
883,2023-02-06 18:00:00,0.98,2350,181,864.6,Air,Clear,29.4,Low,0
884,2023-02-06 19:00:00,0.79,2989,455,1428.7,Road,Storm,34.1,High,1
885,2023-02-06 20:00:00,0.73,2766,78,961.9,Rail,Rain,15.8,Low,0
886,2023-02-06 21:00:00,0.91,1724,227,846.1,Road,Clear,71.5,High,0
887,2023-02-06 22:00:00,0.7,1766,160,1489.8,Road,Storm,64.9,High,0
888,2023-02-06 23:00:00,0.66,1390,231,72.5,Rail,Fog,50.6,Medium,1
889,2023-02-07 00:00:00,0.7,2440,348,1957.0,Air,Storm,56.1,Low,0
890,2023-02-07 01:00:00,0.87,1462,119,1566.8,Rail,Storm,9.6,Low,1
891,2023-02-07 02:00:00,0.64,3722,204,277.8,Air,Clear,54.8,Medium,0
892,2023-02-07 03:00:00,0.78,3679,392,783.6,Road,Fog,62.6,High,1
893,2023-02-07 04:00:00,0.69,4674,283,1605.1,Air,Rain,63.4,Medium,1
894,2023-02-07 05:00:00,0.82,2652,247,1336.6,Road,Storm,44.6,Low,0
895,2023-02-07 06:00:00,0.66,1805,197,381.0,Sea,Storm,21.3,Medium,1
896,2023-02-07 07:00:00,0.91,3177,21,1359.1,Rail,Rain,15.7,High,0
897,2023-02-07 08:00:00,0.97,1360,377,629.9,Sea,Rain,11.2,Low,0
898,2023-02-07 09:00:00,0.73,2778,190,487.7,Sea,Clear,67.9,Low,1
899,2023-02-07 10:00:00,0.74,4158,285,414.6,Air,Clear,61.0,Low,1
900,2023-02-07 11:00:00,0.84,1601,388,1048.1,Road,Storm,39.5,Medium,0
901,2023-02-07 12:00:00,0.9,3006,326,832.2,Road,Rain,68.0,Medium,0
902,2023-02-07 13:00:00,0.62,3715,266,826.8,Road,Clear,2.9,Medium,0
903,2023-02-07 14:00:00,0.87,848,260,1668.7,Rail,Clear,23.2,Medium,0
904,2023-02-07 15:00:00,0.93,4270,273,147.2,Road,Rain,37.7,High,0
905,2023-02-07 16:00:00,0.92,84,357,48.9,Road,Storm,46.2,Medium,0
906,2023-02-07 17:00:00,0.78,522,137,1992.8,Sea,Storm,20.9,High,0
907,2023-02-07 18:00:00,0.93,1717,197,1366.1,Sea,Storm,6.7,Medium,1
908,2023-02-07 19:00:00,0.82,4483,178,978.3,Sea,Rain,49.2,High,0
909,2023-02-07 20:00:00,0.67,1098,262,229.5,Air,Storm,27.9,High,0
910,2023-02-07 21:00:00,0.71,3391,280,312.4,Rail,Clear,10.2,High,0
911,2023-02-07 22:00:00,0.84,2868,486,343.9,Sea,Clear,23.2,High,0
912,2023-02-07 23:00:00,0.82,1650,416,221.1,Sea,Clear,30.3,Low,0
913,2023-02-08 00:00:00,0.92,3764,448,521.1,Rail,Fog,55.5,Low,0
914,2023-02-08 01:00:00,0.89,2076,471,489.7,Air,Clear,61.5,Medium,0
915,2023-02-08 02:00:00,0.69,4018,131,1968.4,Rail,Clear,14.2,Low,0
916,2023-02-08 03:00:00,0.76,3037,404,891.8,Rail,Clear,51.0,Low,1
917,2023-02-08 04:00:00,0.91,4028,186,602.6,Air,Clear,63.9,High,0
918,2023-02-08 05:00:00,0.78,3430,447,947.7,Sea,Storm,64.5,High,1
919,2023-02-08 06:00:00,0.69,2911,393,1049.1,Rail,Clear,7.1,Medium,0
920,2023-02-08 07:00:00,0.97,4188,272,1641.1,Sea,Clear,26.5,Low,0
921,2023-02-08 08:00:00,0.78,1505,115,627.3,Air,Rain,15.6,Medium,1
922,2023-02-08 09:00:00,0.72,2529,9,1145.6,Road,Storm,17.1,Low,0
923,2023-02-08 10:00:00,0.8,4872,447,111.9,Sea,Rain,18.0,Low,0
924,2023-02-08 11:00:00,0.72,741,71,1620.8,Road,Rain,16.6,High,0
925,2023-02-08 12:00:00,0.71,1658,233,842.8,Air,Rain,70.4,Low,1
926,2023-02-08 13:00:00,0.86,1878,397,1579.7,Sea,Fog,26.8,Medium,0
927,2023-02-08 14:00:00,0.92,3992,2,307.8,Air,Rain,44.9,High,0
928,2023-02-08 15:00:00,0.76,716,483,365.8,Road,Fog,70.2,High,1
929,2023-02-08 16:00:00,0.66,1554,485,820.5,Rail,Clear,13.3,High,0
930,2023-02-08 17:00:00,0.79,4658,262,693.0,Rail,Fog,12.2,Low,0
931,2023-02-08 18:00:00,0.76,2742,494,655.6,Rail,Clear,14.6,Medium,1
932,2023-02-08 19:00:00,0.77,4110,381,730.9,Air,Clear,71.1,Medium,0
933,2023-02-08 20:00:00,0.7,3430,298,1698.7,Road,Clear,51.1,Low,1
934,2023-02-08 21:00:00,0.91,2873,253,759.4,Sea,Fog,25.7,Low,0
935,2023-02-08 22:00:00,0.68,3907,31,1143.3,Road,Fog,44.8,Medium,0
936,2023-02-08 23:00:00,0.62,1085,470,1478.3,Road,Fog,51.8,Medium,0
937,2023-02-09 00:00:00,0.88,2012,282,1269.2,Rail,Fog,19.9,Low,1
938,2023-02-09 01:00:00,0.9,4687,382,1588.3,Sea,Storm,28.1,Low,0
939,2023-02-09 02:00:00,0.7,3665,445,479.3,Sea,Fog,8.5,Medium,0
940,2023-02-09 03:00:00,0.67,4860,407,902.5,Road,Clear,9.6,High,0
941,2023-02-09 04:00:00,0.83,4585,21,1655.3,Air,Clear,12.0,High,0
942,2023-02-09 05:00:00,0.97,2671,145,1646.2,Rail,Clear,68.4,Medium,0
943,2023-02-09 06:00:00,0.7,2841,201,705.8,Sea,Storm,60.2,High,0
944,2023-02-09 07:00:00,0.82,1829,432,787.6,Road,Clear,68.9,Medium,0
945,2023-02-09 08:00:00,0.71,3480,462,542.1,Rail,Storm,39.5,High,0
946,2023-02-09 09:00:00,0.9,3070,39,75.6,Air,Rain,16.2,Low,0
947,2023-02-09 10:00:00,0.79,4898,450,795.4,Sea,Clear,3.1,Low,0
948,2023-02-09 11:00:00,0.75,4944,56,1100.6,Sea,Rain,24.3,Medium,1
949,2023-02-09 12:00:00,0.86,3557,12,830.1,Air,Rain,53.9,Low,0
950,2023-02-09 13:00:00,0.81,3406,447,187.2,Sea,Fog,37.6,Medium,0
951,2023-02-09 14:00:00,0.68,3115,186,156.9,Air,Clear,15.6,High,0
952,2023-02-09 15:00:00,0.77,2464,315,1881.1,Air,Storm,64.6,Medium,0
953,2023-02-09 16:00:00,0.98,2250,490,1660.9,Sea,Rain,40.9,High,1
954,2023-02-09 17:00:00,0.92,2000,172,1320.3,Air,Storm,65.7,Medium,0
955,2023-02-09 18:00:00,0.8,3978,364,420.3,Air,Rain,16.0,High,0
956,2023-02-09 19:00:00,0.86,2124,265,1591.8,Air,Storm,3.8,Medium,0
957,2023-02-09 20:00:00,0.66,672,246,626.1,Rail,Fog,49.5,Low,1
958,2023-02-09 21:00:00,0.77,871,322,672.4,Sea,Rain,71.8,High,1
959,2023-02-09 22:00:00,0.96,1058,309,1238.2,Sea,Storm,26.5,Low,0
960,2023-02-09 23:00:00,0.68,387,492,452.9,Road,Storm,3.0,Low,1
961,2023-02-10 00:00:00,0.99,1796,370,237.2,Air,Clear,66.8,Low,0
962,2023-02-10 01:00:00,0.94,816,82,656.4,Sea,Clear,7.2,Low,0
963,2023-02-10 02:00:00,0.87,2102,451,607.6,Air,Storm,19.7,Medium,0
964,2023-02-10 03:00:00,0.75,2665,289,287.3,Road,Fog,21.9,High,0
965,2023-02-10 04:00:00,0.64,1135,390,1498.7,Sea,Storm,4.6,Medium,0
966,2023-02-10 05:00:00,0.72,2158,165,586.0,Road,Clear,1.6,Medium,0
967,2023-02-10 06:00:00,0.9,81,164,1864.8,Sea,Fog,3.7,High,1
968,2023-02-10 07:00:00,0.77,3099,314,1245.6,Rail,Fog,14.2,Low,0
969,2023-02-10 08:00:00,0.92,3576,101,499.2,Road,Rain,13.3,Medium,0
970,2023-02-10 09:00:00,0.69,248,164,540.7,Air,Rain,41.3,Low,0
971,2023-02-10 10:00:00,0.93,4583,130,653.0,Road,Clear,26.5,High,1
972,2023-02-10 11:00:00,0.94,1890,489,781.3,Air,Clear,27.8,Low,1
973,2023-02-10 12:00:00,0.89,2999,258,302.9,Air,Storm,55.7,Medium,1
974,2023-02-10 13:00:00,0.68,1102,300,1438.2,Rail,Rain,55.7,Low,1
975,2023-02-10 14:00:00,0.69,4904,295,1772.8,Road,Rain,43.8,High,0
976,2023-02-10 15:00:00,0.63,2592,433,1953.3,Air,Fog,60.9,Medium,0
977,2023-02-10 16:00:00,0.62,4037,303,788.0,Rail,Fog,50.7,Low,1
978,2023-02-10 17:00:00,0.9,1689,109,277.3,Air,Rain,62.4,Medium,0
979,2023-02-10 18:00:00,0.8,4869,154,1949.4,Road,Storm,50.8,Medium,0
980,2023-02-10 19:00:00,0.9,1635,431,927.4,Air,Fog,61.5,Low,0
981,2023-02-10 20:00:00,0.71,2439,152,42.5,Road,Fog,34.2,High,0
982,2023-02-10 21:00:00,0.74,3023,134,511.7,Rail,Fog,71.8,High,0
983,2023-02-10 22:00:00,0.96,4084,37,259.5,Rail,Storm,51.1,Low,1
984,2023-02-10 23:00:00,1.0,1390,42,804.9,Rail,Fog,64.0,High,0
985,2023-02-11 00:00:00,0.64,4583,213,890.5,Rail,Fog,35.5,High,0
986,2023-02-11 01:00:00,0.91,3190,175,1745.6,Sea,Rain,4.2,High,0
987,2023-02-11 02:00:00,0.82,2069,316,94.6,Sea,Storm,11.6,Low,0
988,2023-02-11 03:00:00,0.6,4672,83,1690.3,Rail,Storm,24.6,High,0
989,2023-02-11 04:00:00,0.85,1083,35,1508.3,Air,Fog,24.2,Low,1
990,2023-02-11 05:00:00,0.71,1820,420,1694.4,Sea,Storm,53.4,Medium,1
991,2023-02-11 06:00:00,0.74,1406,272,884.7,Road,Fog,13.1,High,1
992,2023-02-11 07:00:00,0.99,874,219,1856.1,Air,Rain,28.7,Low,1
993,2023-02-11 08:00:00,0.9,2898,253,1243.8,Rail,Fog,37.5,High,0
994,2023-02-11 09:00:00,0.62,3526,415,1168.8,Sea,Storm,5.5,Low,0
995,2023-02-11 10:00:00,0.87,1316,214,1768.5,Road,Storm,39.0,High,1
996,2023-02-11 11:00:00,0.61,4117,143,1418.2,Sea,Rain,22.4,Medium,1
997,2023-02-11 12:00:00,0.95,4741,483,1818.8,Road,Rain,70.9,Low,1
998,2023-02-11 13:00:00,0.84,647,2,364.6,Road,Rain,4.2,Low,1
999,2023-02-11 14:00:00,0.85,4957,68,829.4,Air,Rain,39.8,Low,1
1000,2023-02-11 15:00:00,0.61,3714,183,319.9,Rail,Storm,71.1,Medium,0
1001,2023-02-11 16:00:00,0.63,1369,21,447.5,Air,Storm,67.1,High,1
1002,2023-02-11 17:00:00,0.81,2183,425,980.9,Rail,Rain,2.7,Low,0
1003,2023-02-11 18:00:00,0.75,834,449,719.3,Sea,Fog,26.2,Low,0
1004,2023-02-11 19:00:00,0.93,1389,381,1323.0,Road,Fog,29.3,High,0
1005,2023-02-11 20:00:00,0.71,3030,242,291.0,Sea,Rain,16.1,Medium,1
1006,2023-02-11 21:00:00,0.76,2584,205,28.4,Road,Rain,30.6,High,0
1007,2023-02-11 22:00:00,0.65,769,111,351.3,Air,Storm,21.8,Medium,0
